Consent_Page.started,Consent_Page.stopped,consent_resp.keys,consent_resp.rt,consent_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_questionairre.started,pre_questionairre.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,pre_questionare2.started,pre_questionare2.stopped,reading_behaviour_response.keys,reading_behaviour_response.rt,reading_behaviour_response.duration,first_text.started,first_text.stopped,first_text_key.keys,first_text_key.rt,first_text_key.duration,first_loop.thisRepN,first_loop.thisTrialN,first_loop.thisN,first_loop.thisIndex,first_loop.ran,question,answer,perspective,source_type,first_AI_judgment.started,first_AI_judgment.stopped,first_AI_key.keys,first_AI_key.rt,first_AI_key.duration,first_check.started,first_check.stopped,first_check_key.keys,first_check_key.rt,first_check_key.duration,ai_resp_clean,check_resp_clean,trust_condition,trust_feedback.started,trust_feedback.stopped,feedback_key.keys,feedback_key.rt,feedback_key.duration,second_AI_judgment.started,second_AI_judgment.stopped,key_resp.keys,key_resp.rt,key_resp.duration,second_AI_judgment_2.started,second_AI_judgment_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,second_check.started,second_check.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,end_screen.started,end_screen.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,thank_you.started,thank_you.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration
0.0003,1.6815,space,1.65,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,1.6817,12.1084,4,10.4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,12.1085,20.2669,2,8.1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,20.2946,30.7685,space,10.4627,,0,0,0,0,1,"Why is an interdisciplinary approach important in the Human and AI master programme that brings together psychology, philosophy, and computer science?  -- PRESS SPACE TO CONITNUE--","For a psychologist, it is interesting to see how different types of personality approach a human-artificial bridge aspect of intelligence that intuitively should be characterized in a personality-independent way.",Psychology,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,30.7692,32.2477,h,1.4652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2485,37.8745,n,5.6048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,n,lowered,37.8755,39.9797,space,2.083,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.98,44.3545,space,4.3485,,,,,,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3549,54.3998,a,10.0145,,,,,,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4002,55.8552,y,1.434,,,,,,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8556,56.8324,space,0.9507,,,,,,
,,,,,692162,001,2026-04-03_15h07.18.665,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8326,58.6314,space,1.7682,
