Consent_Page.started,Consent_Page.stopped,consent_resp.keys,consent_resp.rt,consent_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_questionairre.started,pre_questionairre.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,pre_questionare2.started,pre_questionare2.stopped,reading_behaviour_response.keys,reading_behaviour_response.rt,reading_behaviour_response.duration,first_text.started,first_text.stopped,first_text_key.keys,first_text_key.rt,first_text_key.duration,first_loop.thisRepN,first_loop.thisTrialN,first_loop.thisN,first_loop.thisIndex,first_loop.ran,question,answer,perspective,source_type,first_AI_judgment.started,first_AI_judgment.stopped,first_AI_key.keys,first_AI_key.rt,first_AI_key.duration,first_check.started,first_check.stopped,first_check_key.keys,first_check_key.rt,first_check_key.duration,ai_resp_clean,check_resp_clean,trust_condition,trust_feedback.started,trust_feedback.stopped,feedback_key.keys,feedback_key.rt,feedback_key.duration,second_AI_judgment.started,second_AI_judgment.stopped,key_resp.keys,key_resp.rt,key_resp.duration,second_AI_judgment_2.started,second_AI_judgment_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,second_check.started,second_check.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,end_screen.started,end_screen.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,thank_you.started,thank_you.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration
0.0043,1.6382,space,1.423,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,1.6391,11.5062,5,9.8111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,11.5069,42.1956,3,30.6523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,42.264,86.207,space,43.8957,,0,0,0,0,1,"Why is an interdisciplinary approach important in the Human and AI master programme that brings together psychology, philosophy, and computer science?  -- PRESS SPACE TO CONITNUE--","As a philosopher, this gives me the opportunity to see how intelligence can be understood within frames of mind that exclude the necessity of always leaving the problem open to argument.",Philosophy,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,86.2083,105.2974,h,19.0528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2981,109.8717,n,4.5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,n,lowered,109.873,120.3226,space,10.3852,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.3233,136.8463,space,16.4669,,,,,,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.8469,138.9278,a,2.0234,,,,,,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9286,140.9744,n,1.9919,,,,,,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.975,177.4945,space,36.4636,,,,,,
,,,,,019271,001,2026-03-30_16h57.17.256,DeepTrust,2025.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.5138,179.0627,space,1.5114,
